tweet_with_emoji_meaning,label
یادمه همکارم  وقت غذا خونه میاورد توش مو  بهم موی مامانمه غذام یکم مکث بغض دکترا گفتن سرطان داره داره شیمی‌درمانی میکنه موش ریختن نمیدونستم چی بگم,0
هوشنگ پاشو  دریچهم بات آه دارم,0
بچه‌ جون نمتونین بگین محتوایی توی شخصیش منتشر کنه میتونین کنین کنین اصلا بزنین کنین انقدر نق زدن نداره,0
حالم زنیه ده سال ازدواج بچهدار نشده مادرشوهر خواهرای شوهرش دارن دنبال زن میگردن واسه شوهرش شوهرشم مخالفتی نمیکنه,0
قانون تبلیغات شاخی مجازی استفاده اشخاص کمتر سال تبلیغات فضای مجازی ممنوع پیشنویس مرکز پژوهشی مجلس کاربران فعال تأثیرگذار فضای مجازی تبلیغات تجاری مکلف محتوای تبلیغاتی شخصا بررسی تبلیغاتی محتوا اعلام استفاده اشخاص کمتر سال تبلیغات فضای مجازی تأیید کالای مصرف کودکان ممنوع چنانچه کالا خدمت معرفی‌شده منجر ایراد خسارت آسیب مصرفکننده تأیید مسئول جبران خسارت خواهند_بود,0
شکست عشقی سخته  مهمونی ۲ روز شکمت کار کنه درحالی‌که چاه توالتم باشه دسشویی بیای ببینی دقیقا اون دختری قصد خواستگاری ازش داری واستاده,1
نشانه‌ی بالغ اینه دست ناراحتی باش حرف بزنی حلش انتظار دارین بفهمه چتونه نه‌تن حرکت بچگانه ایه نشون میده بلوغ رابطه نرسیدید,0
هربار  دوست قدیمی مدت پی‌ام میده پاتو لای نشون بده ببینم نتورکی نیستی,1
واقعا هست فامیلش معلم پرورشی باشه فکرمیکنم اینا یسری ادم فضاییان دارن زمین میگردن نخبه‌رو خودشون ببرن فضا,1
 راجع بچه‌دار بهتون نمیگن اینه لحظی بچهدار شدی آخر عمرت اندازه خوشحالیت اندازه خوشحالی غمگینترین بچهته,1
آموزش ترم آینده دانشگاه‌ قطعا حضوری محمدعلی زلفیگل وزیر علوم تحقیقات فناوری اساس مصوبه ستاد ملی کرونا آموزش ترم آینده صورت قطعی حضوری اصلا کلاس حضوری ترم آینده نداریم مگر شرایط خاصی ایجاد پیشبینی نباشد,0
تحقیق درصد پسرا درددلت گوش میدن تهش بگن بیا بغلم آروم شو قربونت برم,1
هشدار مدیریت بحران گردشگران فیروزکوه مدیر مدیریت بحران استانداری تهران تداوم وضعیت نارنجی هواشناسی فیروزکوه خبر گردشگران شهرستان رودخانه‌ توقف نکنند,0
رفتیم ویلا بخریم گفتم اوضاعش چجوریه دختر پسر مهمونی بگیریم گیر نمیده خیالت راحت دیقه بابام اومد املاکیه اقا اوضاعش چجوریه دختر پسرا ک نمیان مهمونی بگیرن اونم مهمونی بشه محلیا جمعشون میکنن پلیس میاد میبره,1
آدم حسابی ویژگیی مختلفی داره مهمتریناش اینه میخواد یاد بده تحقیرآمیز صحبت نکنه,0
نقطه ضعفت رمز عابر بانکته بدونه رفیق,0
باری حالم پرسید برمیگرده همون پسره می‌گفت چطوری جون دل برقراری عزیز,0
درستش بر می‌رفتیم مدرسه دانشگاه اوایل پاییز نیمی پاییز زمستون تعطیلی عشق می‌کردیم,0
هماهنگی انتقال پیکر ابتج کشور انجام‌شده روابط عمومی وزارت امور خارجه ایران اعلام هماهنگیی انتقال تکریم تدفین پیکر امیرهوشنگ ابتج کشور انجام‌شده سرکنسولگری ایران فرانکفورت دستورالعملی اینباره دریافت,0
امروز زباله گردی دیدم دستش بشدت ظرف شکسته داخل سطل بریده_بود خونریزی شدیدی بنظرم کمکی میتونیم بندگان خدا اینه تفکیک زباله‌ی خشک و‌تر زباله‌ی تیز برنده کاور,0
ابتج جام جنی زندگیش دیده_بود احتمالا مقدماتی جام جنی امسال بازیکنا میشن وسط زمین دقیقه خاطرش آه میکشن,0
اگه نمیتونید طرفتون روزی نیم ساعت آرامش زمان بذارید رابطه نشید اعصاب همدیگه خرد نکنید,0
مولانا می‌خواست مودبانه بگه خفه شو می‌گفت بنده آنم خموشی داند,1
 سنی حوصله بحث نداری درست میگن اونی حق باش,0
کی می‌گفت ازدواج خوبه پسره نمیزاره خط چشم تمرین,1
گاهی نزدیکترین زندگیتون شوخی شوخی  تیکه بهتون میپرونه قلب عمیق شدید میشکنه بدونین چقدر  نفر نزدیکتر باشین تاثیر حرفتون اون شخص بیشتره,0
موجودی حسابم  جوریه خیال راحت میتونم تموم لینک کلیک,1
کاری نمی‌توانی واقع نمی‌تواند,0
علیرضا کریمی شکست حریف آذربایجانی فینال رقابت‌ی کشتی همبستگی کشوری اسلامی مدال طلا دست,0
اون لحظه‌ای نت گوشیتو روشن می‌کنی می‌بینی نوتیفی نداری گه‌ترین لحظه ست,0
رفیقم پرسید ممد آرزوت چیه ممد دوس دارم درس بخونم پولدار شم ازدواج زنمو بفهمم براش چی بخرم دنیارو پاش بریزم نزارم دست سیاهو سفید بزنه اون رفیقم پرسید رضا آرزوی چیه زن ممد بشم خنده خنده,1
فیفا عدالت برقرار بزارید زنان مردان داخل استادیوم فوتبال ببینن فدراسیون فوتبال حضور مردا ممنوع اونا خونه فوتبال ببینن عدالت رعایت شه,1
استاندار تهران کافه‌ اهدافی اطراف دانشگاه‌ شکل گرفتند استاندار تهران گزارشی کافه‌ رستوران اهدافی اطراف دانشگاه‌ شکل گرفتند ارتباط ساختاری بیگانه رصد ارائه‌شده ساماندهی زودی طرحی عملیاتی اجرایی,1
ایرانی تلاش ترور جان بولتون متهم وزارت دادگستری آمریکا صدور بیانیی اعلام شهرام پورصفی شهروند ایرانی قصد تلافی شدت سردار سپهبد قاسم سلیمانی مشاور امنیت ملی دولت ترامپ ترور نوشته شبکه سیانبیسی پورصفی قصد اکتبر مهرآبان اعطای هزار دلار اشخاص آمریکا پیاده نقشه ترور جان بولتون واشنگتن مریلند مجاب,1
کسایی فک میکنن مردا خاله‌زنک بازی درنمیارن کافیه  عصر باشگاه مردونه هرچی گولاخ‌تر پایه غیبت,1
بچهدار میشه بخشندهتر صبورتر بشید موجودی توجه نشون بدید سطح شدت متفاوتی عشق تجربه بچهدار روانی شخصیتی میده کاملتر میکنه,0
یبار دستم خورده_بود توی اینستا  صفحه سیاه استوری  بنده خدایی ریپلای سیاهه نارگیله میخوام بگم اگه بخواد ریپلای کنه  راهی میسازه اونا نمیان ینی نمیخوان,1
استقلال ملاثانی مالکیت اسم عوض گذاشتن پرسپولیس خوزستانتناقض همین خنده,1
ترکا نمیگیم اکس میگیم کوپیوغلی,1
ی شامپو معمولی گرفتم نوشته دقیقه سر بزارید بمونه حاجی قراره چربی رو پاک کنی جاسوسی هستی ک تایم میخوای,1
پول بلیت فروختهشده هزار استقلالی برگردانده باشگاه استقلال تهران بلیتی فروختهشده هواداران تیم قصد حضور دیدار آبی سپان مسترد سازمان لیگ فوتبال ساعتی اعلام مسابقات هفته فصل لیگ برتر تماشاگر برگزار,0
بابام آیفون زده میگه محمد خونهست میگم بیرونه چیکارش داری میگه کوچه اسب آوردن می‌خواستم ببرمش ببینه برادرم سالشه,1
