Text,Top Reaction,Top Reaction Count,Views,Date
دراز کشیده بودم تو اتاق مامانم با عجله اومده می‌گه یه خط بارداره یا دو خط؟ من در حالی که چشمام گرد شده بود گفتم دو خط! در حالی داشت می‌رفت گفت حالا از اصلان حامله نباشه 😶‍🌫️🚬 لعنت بهت ترکیه با این فیلمات :))))  »եɑϲհɑɾɑ«  @OfficialPersianTwitter,😁,3234,82067,2023-06-20
امروز بابام پشت تلفن خیلی جدی تاکید میکنم خیلی جدی برگشت به تراپیستم گفت خانوم دکتر دختر من چیزیش نیست من چند روزه وقت نکردم بهش توجه کنم بغلش کنم بوسش کنم اینکه فکر میکنه مشکلات زیادی داره. همین:)))))))))))))))))))))))))))))))))))) تا تو مغز بابام پرانتز واقعا فکر کنم 10 جلسه به روند درمانیم بخاطر این حرف بابات اضافه میشه:)))))))))))))))))))  »notmahshad«  @OfficialPersianTwitter,😁,1637,79207,2023-06-20
زیدی میگه امروز که رفته بودی مصاحبه، من کنار جدول نشسته بودم، سیگار می‌کشیدم و منتظرت بودم. بعد یه Z4 اومد پارک کنه و منم بلند شدم. اومد پایین، ازم عذرخواهی کرد و گفت من سینگلم و منم گفتم منتظر دوست پسرم هستم. واقعاً ایشون پارتنر ترازه. وگرنه خودم ماشین رو دیدم، بهش گفتم لگد به بختت زدی.  »BoJack«  @OfficialPersianTwitter,😁,1567,87693,2023-06-20
مدیرمون زنگ زد گفت خوش میگذره؟ گفتم: نه بابا دهنم سرویس شده، امروز کار زیاده. گفت اتاقتون دوربین داره، چند قسمت دیگه از این سریال مونده؟ قطع کردم به دوربین بوس فرستادم  »احسان کنسل«  @OfficialPersianTwitter,😁,2410,91444,2023-06-20
لولای در اتاقم جیر جیر میکرد روغن معمولی نداشتم، روغن کرمانشاهی زدم الان جای جیر جیر، بژی بژی میکنه‌.  »آقا الماسی«  @OfficialPersianTwitter,😁,2202,89305,2023-06-20
من خیلی سم بودم 😂 ۱۵ سالم بود رو همسایمون کراش زدم  نونوای محل بود 😂پنجره اتاقم به سمت حیاطشون  باز میشد (خونشون ویلایی بود) گوشی نداشتم اون زمان با دختر داییم نامه مینداختیم تو خونشون اینقد لب پنجره صبر می کردیم تا بیاد بیرون نامه رو برداره دختر داییم گفت بیا خلاق باشیم کاردستی گربه و سگ درست میکردیم تو نامه میزاشتیم 😐😂😂 وای پسره ام میومد میدید یه نامه هرروز جلو دره هی بالارو نگاه میکرد ما قایم میشدیم :)  یه بار اینقد نون لواش خالی خوردیم که نونامون تموم شه مامانم بگه برو نون بخر 😂اخرشم خودش رفت خرید 😐😂 ما موندیمو اسهال 😐😂😂خدایی خیلی سم بودم من ولی هنوزم بعد ۶ سال از نظرم اون پسر خیلی جذاب بود واقعا جذاب بود واقعا 😂اخر سر برای اینکه ازم راحت بشه تو حیاط داد زد من نامزد دارم بیخیال میشی؟  ولی اون فقط ۱۹ سالش بود :))) 😂  »adly«  @OfficialPersianTwitter,😁,4255,78608,2023-06-20
نهایت خنگ بودنم همین که تا چن وقت پیش فکر میکردم ماست موسیر از سیر ساخته میشه برا همین نمی‌خوردم :)))  *zhra*  @OfficialPersianTwitter,😁,1147,71848,2023-06-20
از وقتی موبایل جدید خریدم، گوشی قدیمیم رو دادم مامانم. دیروز میگفت: شماره این دخترها چیه تو گوشیت؟ یکی از همین‌هارو انتخاب کن، بهش زنگ بزنم، بریم خواستگاری دیگه. گفتم: مادر من! به نود درصدشون زنگ بزنی، بفهمن مادر منی، بهت فحش میدن.  *پشه خسته*  @OfficialPersianTwitter,😁,2028,74932,2023-06-20
تو باشگاه یه ابعادی از انسان‌ها میبینم باورم نمیشه واقعی باشن، حس میکنم یه آدم کوچیک تو شکمشون داره کنترلشون میکنه یکی هست جدی شبیه کاراکترهای ماینکرفته، تک تک اجزای بدنش مستطیلی و به شکل عجیبی بزرگه، انگار یه ترول توییتری فتوشاپش کرده. البته اینارو تو دلم میگم و هروقت خودش رد میشه سلامش میکنم و بهش آب معدنی میدم  *pew*  @OfficialPersianTwitter,😁,1071,77925,2023-06-20
بچه که بودیم هر بار با داداشم دعوام میشد کتک میخوردم یه بار که روابطمون دوستانه بود بهم گفت: ببین تو دعوا همیشه کسی برندست که چَک اول رو بزنه دفعه بعد که دعوامون شد یه جوری زدمش که نمیتونست از جا بلند شه :))))  *Nasrin*  @OfficialPersianTwitter,😁,1826,87619,2023-06-20
‏کاش به جای قلبم، زبونم ۵ دقیقه بعد از مرگم کار کنه تا بتونم حتی شده ۵ دقیقه بیشتر به این دنیا فحش بدم.  •بهنوش•  @OfficialPersianTwitter,😁,1183,76490,2023-06-20
‏سلف استادی کردن من واقعاً جالبه. مثلاً الان یه ماهه که دارم letter writing تمرین می‌کنم بعد امروز فهمیدم که آیلتس آکادمیک اصلاً letter writing نداره و اون واسه جنراله.  •Fateme•  @OfficialPersianTwitter,😁,1524,71892,2023-06-20
‏به كسى كه از EX ش سير شده باشه، ميگن اكسير.  •فایربال•  @OfficialPersianTwitter,😁,1043,75024,2023-06-20
‏روزایی که کریپتو نزولیه راحت‌تر می‌تونم توی فارکس ترید کنم شاید بپرسید ربطش چیه در نظر بگیرید با کلی تحلیل و مدیریت سرمایه و اصول روانشناسی تونستید ۲ درصد بالانس اکانت رو توی یک هفته افزایش بدید بعد یهو رفیقتون پیام میده میگه یه شت‌کوین فلان سگ خریدم ۵ هزار درصد تو سودم.  •گوسفند وال استریت•  @OfficialPersianTwitter,😁,526,72721,2023-06-20
مهمان یکی از دوستان بودیم. گفت بریم تا دریاچه؟ گفتم چقدر راهه؟ گفت نزدیکه، نیم ساعت. گفتم چه خوب، بریم. این به اون نشون که ۳ ساعت رفتیم تا رسیدیم. امان از این ادراک مختل زمان در ADHD ها.😊  • روح الله صدیق •  @OfficialPersianTwitter,😁,1155,71947,2023-06-20
تو ماشین یکی یهو پیچید جلو بابام، بابام هم میخواست من هستم تو ماشین فحش نده سرشو از شیشه برد بیرون داد زد «بی تربیت!» =)))))))))  • ریواس •  @OfficialPersianTwitter,😁,2150,80293,2023-06-20
تو اتاق گریه میکردم که این مرد اومد،پرسید چته دیگه براش فروپاشی روانی و اینکه دارم پاره میشم و اختلالات اضطرابی و فلان رو توضیح دادم و با دقت گوش میداد،حرفام که تموم شد با یه نگاه عمیق فلسفی یهو گفت برات بستنی بیارم؟  از اینجا تا یخچال خونه فروید اینا:))))))))))))))))))  • يواشكي هاي يك زن شوهردار•  @OfficialPersianTwitter,😁,2189,80011,2023-06-20
با بابام قرار شد پنجره اتاقمو عوض کنیم، داشت مهره‌هارو باز میکرد و به من گفت پنجره رو نگه‌ دارم، بعد ۴۵ دقیقه گفتم خسته شدم خیلی سنگینه، گفت ول کن برو، گفتم میافته ها، ول کردم و پنجره همچنان وصل بود :))))) تو کل ۴۵ دقیقه :))))) یهو برگشت گفت این کارو کردم بدونی هیچ گهی نیستی.  • سارالین •  @OfficialPersianTwitter,😁,2634,79497,2023-06-20
خانمه دم کمیته امداد نشسته زار زدن و ضجه زدن که خدایا به دادم برس من یه زن تنهام بادوتا بچه یتیم دستم به هیچ جا بند نیست خدایا کمکم کن، یه آقای مسنی رد میشده یهو گفته زن من میشی؟ اینم ندیده و نشناخته میگه بله حاجی بله، یعنی یه نفس نکشیده یه فکر نکرده فقط گفته بله و گس وات!!!حاجی همونجا برده عقدش کرده و یه خونه تو پیچ شمرون به نامش خریده و الان حاجی مرده و معلوم شده حدود دوهزار میلیارد تومن زمین و ملک در اطراف و داخل تهران، و چندین حساب بانکی چند میلیارد تومنی از خودش به ارث گذاشته🤐  •SABOOR •  @OfficialPersianTwitter,😁,2736,88821,2023-06-20
« رفتی حمام، حمامو خیس نکن »  بچه‌ها شما میفهمید خانمم منظورش چیه؟ کسی کتابی، جزوه ای چیزی واسه رمزگشایی از گفته‌های بانوان داره ؟   •مُهَمَّد با هِ حویج•  @OfficialPersianTwitter,😁,2927,85353,2023-06-20
همه‌مون در مورد مرد آلفا می‌دونیم ولی آیا می‌دونستید اگه مردهای دلتا خیلی خیلی کوچولو بشن مردهای سیگما به سمت انتگرال شدن میل می‌کنن؟  • Bahman Returns •  @OfficialPersianTwitter,😁,1636,114787,2023-06-20
‏حالا نصف شب داری از خونه عمه بلقیس با مامان بابات برمیگردی،واجب نیس استوری از تو ماشین بذاری و ساعت بزنی 1:00am که مثلن خفنی اون ساعت بیرونی  •سپ•  @OfficialPersianTwitter,😁,2311,84718,2023-06-20
‏بچه من خیلی کوچیکه و ما تا الان اصلا درباره پول و اینا جلوش حرف نزدیم ولی یه بار می‌خواستیم بریم خونه یک دوستی و قرار بود خودش  زنگ بزنه خبر بده کی بریم. یه هو رفیقمون عصر روز تعطیل زنگ‌زد که پاشید بیاید. چون بچه‌دار شده بودن باید براشون کادو م‌.بردیم و‌ تصمیم داشتیم ‏پول بدیم ولی خب عصر روز تعطیل پول نقد تر و تمیز از کجا پیدا می‌کردیم! همینجور هی داشتیم می‌گفتیم که پول نداریم الان و از کجا پیدا کنیم و فلان و آخرم این مرد گفت فکر کنم مامانم پول داره میرم ازون می‌گیرم. آقا این بچه ما فکر کرد ما بی‌پول و فقیر شدیم ازون روز میره میاد میگه: ‏من یه روزی بزرگ‌ میشم پول در میارم به شمام می‌دم غصه نخورید مام هی توضیح میدیم که تو حسابمون پول بود و پول نقد نداشتیم فقط، ولی باز می‌خوابه بلند میشه میگه یه روزی من پول در میارم به شمام می‌دم 🙂  •مارشمالو•  @OfficialPersianTwitter,😁,2762,73157,2023-06-21
